15011406	13002203	14011706	1	2	8	11.49	61.9
15015102	13034209	14012614	1	2	11	12.81	55.5
15015902	13034209	14010804	1	2	9	11.12	61.9
15016002	13034209	14010804	3	2	8	13.69	52.2
15016006	13034209	14004206	3	2	8	19.77	56.9
15016106	13034209	14004206	5	2	9	9.72	57.7
15016406	13001909	13040601	3	2	13	10.89	62.5
15016604	13002203	13002706	3	2	9	9.84	52.1
15016606	13002905	13001602	3	2	11	13.05	64.1
15016708	13002905	13001602	3	2	8	10.8	53.6
15016906	13000603	13001902	1	2	5	9.3	46.9
15016910	14009803	14012610	1	2	8	12.64	60.5
15017104	14009803	14012610	1	2	7	7.58	57.2
15017302	13001201	14013710	1	2	6	10.23	61.6
15017308	13001909	14013310	1	2	8	11.06	64.1
15017312	13001909	14013310	1	2	13	11.01	64.7
15017406	13001909	14013310	1	2	13	8.82	59.4
15017410	14009803	14013608	1	2	1	13.06	56.3
15017802	14009803	14013608	3	2	9	8.85	61.6
15017804	14009803	13002206	3	2	6	9.69	56.1
15017904	14009803	13002206	1	2	13	9.09	57.2
15018204	13001909	14011714	4	2	5	12.23	65.8
15018806	13002203	12020606	2	2	9	10.71	54.1
15019202	13000603	14006614	1	2	10	7.97	51.6
15019206	13002905	14012506	1	2	13	8.57	55.5
15019508	13002905	14012506	2	2	8	7.53	46.7
15019706	13002203	13002802	6	2	9	10.02	47.2
15019808	13002905	12021601	1	2	11	8.24	44.7
15019908	13034209	14012604	1	2	11	7.77	52.1
15020402	13001909	14011802	2	2	11	9.75	47.2
15020406	13001201	14010802	2	2	10	9.06	52.2
15020504	13001201	14010802	3	2	7	11.41	55.5
15020604	13001201	13001402	3	2	10	10.65	67.7
15020710	13001909	13001810	3	2	9	10.82	53
15020902	13002905	13002204	2	2	11	10.59	57.2
15020908	13002203	14030004	2	2	9	11.03	44.9
15021104	13002203	14030004	2	2	1	9.28	57.7
15021202	13000603	14010202	5	2	12	10.15	59.1
15021204	13000603	12032306	5	2	11	10.54	59.7
15021206	13000603	12032306	5	2	10	9.83	59.4
15021406	13000603	12032306	4	2	12	10.01	58.8
15021412	13000603	13000308	4	2	8	10.84	57.2
15021414	13000603	13000308	4	2	10	12.21	55
15022104	13000603	13000308	5	2	10	11.23	58.3
15022106	13003607	12032303	5	2	8	11.36	55.8
15022302	13003607	12032303	6	2	9	7.76	51.1
15022402	13000603	13033902	3	2	8	10.28	62.7
15022406	13034209	14007706	3	2	9	12.09	58.6
15022504	13034209	14007706	5	2	8	16.16	53.6
15022506	13034209	12020602	5	2	6	9.45	51.3
15022602	13034209	12020602	4	2	7	11.42	55
15022604	13001201	13000302	4	2	10	11.55	48
15022608	13001201	13000302	4	2	4	11.95	62.5
15022610	13001201	13000302	4	2	9	9.17	56.9
15023006	13034209	13034103	4	2	9	9.73	57.2
15028804	12047504	14030002	3	2	7	10.15	51.6
16000102	13034209	13001606	1	2	11	10.25	71.9
16000104	13002203	14017202	1	2	9	12.89	66.3
16000202	13002203	14017202	3	2	6	7.61	60.2
16000208	15000813	14007606	3	3	8	10.12	52.5
16000212	15000813	14007606	3	4	9	7.74	55.8
16000304	15000813	14007606	4	3	12	9.4	41.7
16000404	13002905	13001702	3	3	9	8.51	61.1
16000406	15000813	14007204	3	3	10	9.07	58.8
16000412	15000813	14007204	3	3	13	8.35	57.5
16000902	15000813	14007204	6	3	7	11.36	55.2
16000908	15000813	13044503	6	3	11	10.75	55.5
16001104	15000813	13044503	2	3	9	10.7	55.8
16001204	12047504	14012314	3	3	9	13.77	65
16001302	12047504	14007608	6	3	8	11.05	62.2
16001402	13002905	12020604	3	3	10	10.93	58.8
16001504	13002905	14007104	1	3	12	10.28	66.6
16001510	13002203	14015616	1	3	12	8.68	64.7
16002006	13002203	14015616	1	3	9	10.53	58.6
16002104	13000603	14014112	2	3	8	11.31	57.2
16002106	13003607	14006702	2	3	3	9.03	51.9
16002302	13003607	14006702	2	3	4	9.39	61.1
16002602	13002203	14011606	1	3	9	12.4	50.2
16002704	13002905	14015410	2	3	7	11.16	51.1
16002710	13002905	14012614	2	3	8	11.41	50.6
16003006	13002905	14012614	1	3	9	12.95	50.5
16003108	13034209	15000606	2	3	9	7.99	52.5
16003202	14009803	14010910	2	3	11	9.74	47.5
16003206	14009803	14011702	2	3	6	8.63	62.5
16003502	14009803	14011702	2	3	10	10.69	55.5
16003706	13000603	14012104	2	3	8	10.62	56.1
16003804	13000603	14010204	1	3	9	11.94	52.5
16004308	14009803	15000706	4	3	11	11.88	53.8
16004402	14009803	15000706	2	3	8	10.82	49.1
16004608	15000813	13001708	1	3	10	10.39	49.7
16005304	13003607	14010804	1	3	8	9.62	49.4
16005804	13002905	14018002	4	3	10	7.74	51.1
16005904	13002905	15000402	2	3	8	12.19	55
16006006	15000813	14004402	1	3	14	10.37	58
16006010	15000813	14013310	1	3	10	13.24	52.2
16006110	14015903	15004810	2	3	11	8.47	60.8
16006504	14015903	15004810	4	3	11	10.94	57.5
16006806	13003607	14013608	4	3	13	11.29	61.1
16006808	15001907	13001904	4	3	8	9.62	59.4
16007108	14009803	13002206	3	3	8	10.64	50.2
16007114	14009803	13002206	3	3	13	11.05	50.8
16007206	15000813	14006614	6	3	8	8.82	58.3
16007302	15000813	14006614	1	3	10	10.45	64.7
16007304	15001907	13043203	1	3	10	8.42	55
16008506	12047504	15004710	2	3	11	9.91	66.1
16008510	12047504	15004710	2	3	9	9.22	60
16008512	15000911	14012506	2	3	11	9.95	64.7
16008606	15000911	14012506	2	3	8	8.5	65
16009606	15000911	14012506	3	3	6	7.73	63.3
16009614	15000911	14014110	3	3	11	11.9	57.7
